Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"51358","2019-05-04 05:39:37","0","627","<statistics><correlation>","5","1"
"51367","2019-05-04 08:19:54","1","53","<machine-learning><deep-learning><nlp>","1",""
"51368","2019-05-04 08:25:21","4","120","<keras><cnn><image-classification><transfer-learning><bayesian-networks>","1","1"
"51371","2019-05-04 09:09:16","2","88","<reinforcement-learning><beginner><q-learning>","1",""
"51703","2019-05-09 20:57:06","2","102","<cross-validation>","1","1"
"51708","2019-05-09 23:37:44","0","52","<machine-learning><classification><regression>","2",""
"51710","2019-05-10 00:11:33","0","180","<deep-learning><cnn><convnet>","1",""
"51714","2019-05-10 03:06:31","2","52","<neural-network><optimization><math>","2",""
"51731","2019-05-10 10:30:34","2","363","<machine-learning><deep-learning><performance>","2","1"
"51733","2019-05-10 10:43:37","1","20","<machine-learning>","0","1"
"51735","2019-05-10 11:21:10","0","32","<deep-learning><tensorflow><computer-vision><object-detection>","0",""
"51737","2019-05-10 12:09:18","0","29","<deep-learning><tensorflow><computer-vision><object-detection>","0",""
"51740","2019-05-10 12:20:40","0","43","<statistics><prediction><sequence>","2",""
"51744","2019-05-10 13:03:04","1","940","<classification><feature-selection><machine-learning-model><prediction>","2",""
"51749","2019-05-10 13:54:36","3","188","<svm><loss-function><hinge-loss>","1",""
"51751","2019-05-10 14:32:59","1","78","<neural-network><convolution><object-detection><faster-rcnn>","0",""
"51753","2019-05-10 15:27:03","1","45","<machine-learning><statistics>","1",""
"51758","2019-05-10 17:07:51","0","393","<python><machine-learning-model><pytorch><gaussian-process>","1",""
"51763","2019-05-10 19:51:12","2","223","<deep-learning><cnn><computer-vision><scraping><fastai>","2",""
"51768","2019-05-10 20:49:39","1","29","<data-formats><metadata>","0",""
"51776","2019-05-11 07:18:14","1","36","<r><regression><predictive-modeling>","1",""
"51781","2019-05-11 08:02:35","1","406","<pandas><matplotlib><seaborn>","1",""
"51785","2019-05-11 08:36:07","2","2362","<nlp><sequence><bert><transformer>","1","3"
"55648","2019-07-14 14:43:53","3","1003","<machine-learning><python><feature-engineering><dimensionality-reduction><kaggle>","1","2"
"55649","2019-07-14 16:25:55","0","69","<machine-learning><deep-learning><math><deep-network><mathematics>","2",""
"55653","2019-07-14 18:37:15","0","10","<object-detection><3d-reconstruction>","0",""
"55654","2019-07-14 19:00:57","0","198","<python><classification><scikit-learn><regression><decision-trees>","2","1"
"55656","2019-07-14 19:33:16","3","616","<linear-regression><gradient-descent><supervised-learning>","2","4"
"55657","2019-07-14 20:05:46","1","225","<pca><kernel>","1",""
"45348","2019-02-10 19:00:45","0","161","<machine-learning><clustering><data-analysis>","1",""
"45351","2019-02-10 23:09:41","2","214","<kaggle><genetic-programming>","2",""
"45355","2019-02-11 02:42:05","0","425","<scikit-learn><pipelines>","1",""
"45356","2019-02-11 02:48:58","1","1183","<python><scikit-learn>","1",""
"45359","2019-02-11 03:42:29","1","19","<statistics><probability><bayesian><probabilistic-programming><mcmc>","1",""
"45362","2019-02-11 06:22:00","1","24","<machine-learning><nlp><nltk>","0",""
"45365","2019-02-11 07:35:30","2","99","<ranking><learning-to-rank><ndcg>","1",""
"45368","2019-02-11 08:53:30","1","18","<neural-network><convnet><text><transfer-learning>","0",""
"45369","2019-02-11 09:57:39","3","4344","<bigdata><apache-spark><pyspark>","1",""
"45370","2019-02-11 10:35:45","2","170","<clustering><unsupervised-learning><tsne>","2",""
"45371","2019-02-11 10:49:46","4","478","<scikit-learn><regression><linear-regression><gradient-descent><boosting>","1",""
"45375","2019-02-11 11:39:35","1","48","<classification><nlp><text>","0",""
"45376","2019-02-11 11:44:54","2","604","<python><classification><preprocessing><text><named-entity-recognition>","2","0"
"45377","2019-02-11 11:53:27","1","52","<machine-learning><tensorflow><logistic-regression>","1",""
"45379","2019-02-11 12:11:23","1","86","<machine-learning><neural-network>","1",""
"45383","2019-02-11 14:12:26","2","3193","<python><pandas><data-cleaning><missing-data>","1",""
"45387","2019-02-11 15:03:15","4","44","<data-mining><dataset><data-cleaning>","0",""
"45389","2019-02-11 15:11:10","1","20","<machine-learning><decision-trees><tfidf>","1",""
"45393","2019-02-11 16:02:18","1","597","<keras><tensorflow><cnn>","1",""
"45394","2019-02-11 16:02:49","4","2885","<r><time-series><lstm><forecasting>","1","1"
"45400","2019-02-11 17:31:48","1","340","<machine-learning><python><scikit-learn>","1",""
"45404","2019-02-11 17:58:48","5","90","<cnn><multiclass-classification><alex-net>","3",""
"45405","2019-02-11 18:30:26","2","53","<logistic-regression>","1",""
"45408","2019-02-11 20:35:28","2","146","<gradient-descent><learning-rate>","2",""
"45409","2019-02-11 20:37:03","1","147","<python><tensorflow><gradient-descent>","0",""
"45410","2019-02-11 21:04:17","4","52","<pytorch>","1","1"
"45416","2019-02-12 00:36:29","4","1117","<python><keras><tensorflow><cnn><probability>","2",""
"45418","2019-02-12 00:50:39","2","45","<neural-network>","0",""
"45426","2019-02-12 04:51:49","1","479","<keras>","1",""
"45427","2019-02-12 05:08:24","2","58","<r><predictive-modeling><machine-learning-model><simulation>","0",""
"45428","2019-02-12 05:43:18","1","21","<cnn>","0",""
"45430","2019-02-12 06:20:30","3","94","<machine-learning><learning>","0",""
"45431","2019-02-12 07:26:56","2","104","<machine-learning>","1",""
"45433","2019-02-12 08:56:23","2","400","<python><keras><tensorflow><lstm>","0","1"
"45434","2019-02-12 09:09:01","8","129","<neural-network><feature-selection><mlp>","4",""
"45436","2019-02-12 09:41:33","1","27","<predictive-modeling><recommender-system>","0",""
"45437","2019-02-12 09:47:13","3","177","<python><classification><keras>","2",""
"45438","2019-02-12 09:59:33","2","3771","<python><neural-network>","1",""
"45441","2019-02-12 11:35:08","1","445","<python><anaconda>","0",""
"45442","2019-02-12 11:35:56","2","282","<python><neural-network><deep-learning><keras>","0",""
"45443","2019-02-12 11:36:15","1","261","<python><scikit-learn><random-forest>","1",""
"45444","2019-02-12 12:00:15","1","62","<data-mining><time-series><lstm><rnn><data-cleaning>","0",""
"45449","2019-02-12 13:55:49","3","628","<python><dataset><pandas>","1",""
"45451","2019-02-12 14:33:37","3","1073","<keras>","2",""
"65092","2019-12-19 01:58:31","4","256","<python><keras><tensorflow><regression><loss-function>","2","1"
"65094","2019-12-19 03:45:04","1","210","<machine-learning><deep-learning><data-mining><feature-selection><metric>","2",""
"65096","2019-12-19 05:40:21","3","88","<word-embeddings><word2vec><vector-space-models>","1",""
"65106","2019-12-19 08:07:11","1","14","<neural-network><nlp><cnn><rnn>","0","1"
"65107","2019-12-19 08:27:52","1","40","<machine-learning><deep-learning><classification><feature-selection><machine-learning-model>","1",""
"51188","2019-04-30 17:09:01","9","1177","<machine-learning><classification>","2",""
"51193","2019-04-30 19:26:30","1","17","<svm><noise>","0","1"
"51196","2019-04-30 21:17:05","0","22","<similarity><information-retrieval>","1",""
"51202","2019-05-01 00:48:30","3","580","<deep-learning><tensorflow><lstm><rnn>","1",""
"51203","2019-05-01 00:50:35","0","1046","<machine-learning><python><scikit-learn>","1",""
"51206","2019-05-01 02:24:20","2","28","<machine-learning><nlp><text-mining><ipython>","0",""
"51214","2019-05-01 10:13:13","2","87","<machine-learning><classification><machine-learning-model><pca>","1",""
"51215","2019-05-01 10:54:25","2","439","<random-forest><decision-trees>","2","1"
"51221","2019-05-01 12:14:18","0","157","<neural-network><lstm><recurrent-neural-net><natural-language-process><sentiment-analysis>","1",""
"51222","2019-05-01 12:19:07","0","91","<supervised-learning><feature-scaling>","1",""
"51224","2019-05-01 12:55:31","0","1205","<scikit-learn><tfidf>","1",""
"51230","2019-05-01 15:35:48","0","48","<machine-learning><scikit-learn><time-series><predictive-modeling>","1",""
"51231","2019-05-01 15:35:57","2","151","<keras><tensorflow><training><inception><colab>","2",""
"51236","2019-05-01 17:00:52","0","317","<machine-learning><python><scikit-learn><training>","3","1"
"51242","2019-05-01 19:04:18","1","112","<python><classification><svm><tfidf><classifier>","0",""
"51243","2019-05-01 19:23:28","1","42","<optimization><sequence>","0",""
"51245","2019-05-01 20:48:29","3","26","<bigdata>","1",""
"51246","2019-05-01 21:22:37","1","70","<keras><cnn><rnn><implementation>","1",""
"51249","2019-05-01 23:50:00","3","2828","<keras><bigdata><training>","2","2"
"51259","2019-05-02 08:03:25","1","41","<machine-learning><neural-network><prediction><orange>","0",""
"51261","2019-05-02 08:35:25","0","95","<machine-learning><data-mining><semi-supervised-learning><active-learning>","1",""
"51264","2019-05-02 09:41:53","1","1252","<machine-learning><python><classification><keras><lstm>","1","1"
"51266","2019-05-02 10:48:55","0","67","<machine-learning><visualization><anomaly-detection><outlier>","2",""
"51270","2019-05-02 12:12:56","2","26","<dataset><fuzzy-logic>","0",""
"51275","2019-05-02 12:55:47","1","57","<machine-learning>","1","0"
"51276","2019-05-02 13:14:06","4","2425","<machine-learning><neural-network><deep-learning><pytorch><gan>","2",""
"51277","2019-05-02 13:34:54","0","99","<tensorflow>","0",""
"51279","2019-05-02 13:59:15","0","297","<deep-learning><pytorch><bert>","1",""
"51280","2019-05-02 14:30:07","4","6036","<neural-network><deep-learning><keras><image-classification><transfer-learning>","2","2"
"51286","2019-05-02 17:25:07","3","865","<python><keras><tensorflow>","1","1"
"51287","2019-05-02 17:52:31","0","48","<neural-network><homework>","2",""
"51295","2019-05-02 21:08:26","0","193","<python><pandas><dummy-variables>","1",""
"51296","2019-05-02 21:08:31","1","2353","<python><keras><tensorflow><autoencoder><sequence-to-sequence>","1",""
"51297","2019-05-02 21:39:11","0","87","<regression><predictive-modeling><data-science-model>","2","1"
"51298","2019-05-02 21:45:11","0","16","<bigdata><apache-hadoop>","1",""
"51302","2019-05-03 00:25:45","0","42","<classification><linear-regression><optimization>","1",""
"51306","2019-05-03 01:49:01","2","40","<machine-learning><svm>","1",""
"51311","2019-05-03 07:03:51","1","176","<beginner>","2",""
"55949","2019-07-18 18:41:09","1","104","<machine-learning>","2","1"
"55950","2019-07-18 18:59:27","0","232","<dataset><data><excel>","1",""
"55953","2019-07-18 19:16:55","1","17","<neural-network><dataset><data><generalization>","0",""
"55954","2019-07-18 19:18:41","0","58","<python><sql><market-basket-analysis>","0",""
"55955","2019-07-18 19:48:56","0","64","<neural-network>","1",""
"55958","2019-07-18 21:25:46","1","7","<machine-learning><deep-learning><classification><data-mining>","0",""
"55959","2019-07-18 21:37:01","0","38","<machine-learning><python><data-cleaning><anomaly-detection>","0",""
"55960","2019-07-18 21:43:46","1","16","<python><deep-learning><keras><time-series><lstm>","0","1"
"55961","2019-07-18 21:48:37","0","47","<python><dataset><pandas><dataframe>","1","1"
"55962","2019-07-18 21:56:56","2","1916","<neural-network><loss-function><probability><pytorch><softmax>","1",""
"55963","2019-07-18 21:57:44","1","1720","<python><deep-learning><keras><cnn><image-classification>","2",""
"55968","2019-07-19 01:49:58","0","13","<machine-learning><deep-learning><convolution>","0",""
"55969","2019-07-19 02:11:00","1","44","<feature-selection><feature-engineering><correlation><matlab>","1","2"
"55972","2019-07-19 04:37:08","0","27","<neural-network><gan><generative-models>","1",""
"55975","2019-07-19 06:05:49","0","794","<machine-learning><cnn><reinforcement-learning><convolution>","1",""
"60576","2019-09-22 08:25:00","1","23","<machine-learning><algorithms><unsupervised-learning><data-science-model>","1",""
"60577","2019-09-22 08:43:59","0","25","<classification><statistics><bayesian>","0",""
"60582","2019-09-22 12:02:07","0","13","<keras>","0",""
"60583","2019-09-22 12:25:15","2","43","<linear-regression><logistic-regression>","1",""
"60584","2019-09-22 12:26:28","0","153","<reinforcement-learning>","0",""
"60587","2019-09-22 14:00:09","0","18","<classification><features>","0",""
"60588","2019-09-22 14:07:53","-1","987","<python><pandas><dataframe>","1",""
"60589","2019-09-22 14:16:41","0","137","<feature-engineering><data-science-model>","2",""
"60590","2019-09-22 14:34:00","0","59","<neural-network><keras><tensorflow>","2",""
"60591","2019-09-22 16:22:24","0","17","<gradient-descent><cost-function><theano>","0",""
"60592","2019-09-22 16:49:33","0","21","<deep-learning><convnet><convolution><inceptionresnetv2>","2",""
"60593","2019-09-22 16:54:28","0","54","<machine-learning><dataset><feature-engineering>","1","3"
"60595","2019-09-22 17:58:15","1","541","<neural-network><deep-learning><keras><autoencoder><dimensionality-reduction>","1",""
"60597","2019-09-22 18:44:04","0","36","<python><classification><dataset><machine-learning-model>","1",""
"60598","2019-09-22 18:46:34","2","63","<clustering><unsupervised-learning><supervised-learning><semi-supervised-learning>","4",""
"60601","2019-09-22 19:06:41","0","18","<machine-learning><deep-learning><predictive-modeling><machine-learning-model><prediction>","0",""
"60603","2019-09-22 20:03:14","1","42","<word-embeddings>","1","2"
"60606","2019-09-22 21:26:56","1","124","<machine-learning><reinforcement-learning>","1",""
"60608","2019-09-22 22:43:10","1","30","<unsupervised-learning>","2",""
"60610","2019-09-23 01:29:44","2","37","<algorithms><optimization><performance><convergence>","1",""
"60611","2019-09-23 01:30:48","1","236","<python><neural-network><scikit-learn>","2","1"
"60613","2019-09-23 01:43:51","0","110","<python><deep-learning><classification><loss-function>","1",""
"60617","2019-09-23 03:31:32","2","428","<machine-learning><terminology>","1","2"
"60620","2019-09-23 07:07:05","1","131","<loss-function>","1",""
"60624","2019-09-23 08:37:32","1","78","<keras>","2",""
"60629","2019-09-23 08:58:16","1","72","<machine-learning><python><predictive-modeling><churn><data-leakage>","1","1"
"60631","2019-09-23 09:17:26","1","31","<predictive-modeling><decision-trees>","2","0"
"60634","2019-09-23 09:48:36","0","11","<recommender-system><cosine-distance>","0","1"
"60635","2019-09-23 10:15:53","0","6","<classification><probability>","0",""
"60637","2019-09-23 11:16:48","0","64","<deep-learning><time-series><lstm><normalization><forecasting>","2",""
"60638","2019-09-23 11:28:18","1","15","<random-forest><feature-engineering><machine-learning-model><feature-scaling>","0",""
"60639","2019-09-23 11:37:10","0","17","<machine-learning><clustering><regression>","0",""
"60640","2019-09-23 11:45:52","1","149","<machine-learning><neural-network><cnn><pytorch><accuracy>","0",""
"60642","2019-09-23 13:17:33","1","51","<machine-learning><classification><tensorflow><linear-regression><logistic-regression>","1",""
"60643","2019-09-23 13:30:24","0","13","<regression><statistics><probability>","0",""
"60647","2019-09-23 14:19:19","1","2986","<machine-learning><keras><colab>","1",""
"60648","2019-09-23 14:40:50","0","12","<decision-trees>","0",""
"60649","2019-09-23 15:08:18","0","16","<nlp><named-entity-recognition><spacy><ml>","0",""
"60657","2019-09-23 17:57:07","2","111","<python><neural-network><keras>","5",""
"60658","2019-09-23 18:20:14","0","23","<machine-learning><deep-learning><image-classification><computer-vision><image-recognition>","1",""
"65029","2019-12-17 21:56:48","1","27","<regression><hyperparameter-tuning><k-nn>","1",""
"65030","2019-12-17 23:07:19","1","53","<neural-network><cross-validation>","2",""
"65043","2019-12-18 02:38:00","0","16","<python><tensorflow><lstm>","0",""
"65044","2019-12-18 02:42:08","0","31","<machine-learning><data-mining><regression><predictive-modeling>","1",""
"65045","2019-12-18 03:50:36","2","81","<machine-learning><python><k-nn>","2",""
"65050","2019-12-18 07:16:52","2","491","<machine-learning><deep-learning><data-mining><predictive-modeling><logistic-regression>","1",""
"65052","2019-12-18 09:00:55","0","45","<regression><linear-regression><xgboost>","1",""
"65057","2019-12-18 09:33:34","1","36","<python><pandas><numpy>","1",""
"65058","2019-12-18 10:02:20","0","187","<machine-learning><deep-learning><data-mining><feature-selection><feature-extraction>","2","1"
"65062","2019-12-18 10:19:32","2","44","<classification><multilabel-classification><multi-output>","1",""
"51615","2019-05-08 13:17:04","5","1528","<machine-learning><feature-selection><decision-trees>","1","1"
"51620","2019-05-08 15:21:20","0","237","<machine-learning>","3",""
"51621","2019-05-08 16:32:01","0","29","<machine-learning><python><pandas><multiclass-classification>","2",""
"51632","2019-05-08 19:42:05","0","239","<data><automatic-summarization><spss>","2",""
"45627","2019-02-15 10:55:46","3","78","<machine-learning><python><scikit-learn><regression><pandas>","1",""
"45628","2019-02-15 11:04:48","1","384","<machine-learning><python><pandas><k-nn>","0",""
"45629","2019-02-15 11:19:08","1","385","<keras><nlp><loss-function>","0",""
"45631","2019-02-15 12:27:50","1","10","<tensorflow>","0",""
"45633","2019-02-15 13:23:17","0","52","<machine-learning><regression>","2",""
"45639","2019-02-15 14:30:18","0","36","<python><deep-learning><numpy>","1",""
"45648","2019-02-15 16:04:28","1","106","<jupyter><linux>","0",""
"45650","2019-02-15 16:11:23","1","17","<python><neural-network><tensorflow><accuracy>","0",""
"45655","2019-02-15 16:47:01","2","212","<pandas><dataframe><ml>","1",""
"45656","2019-02-15 16:58:56","2","1128","<python><pytorch><jupyter>","1",""
"45657","2019-02-15 18:09:57","1","29","<deep-learning><gan><objective-function>","0",""
"45659","2019-02-15 18:37:10","1","311","<reinforcement-learning>","1",""
"45660","2019-02-15 18:39:44","1","268","<machine-learning><bigdata><bias>","0",""
"45661","2019-02-15 20:25:52","2","232","<machine-learning><deep-learning><statistics><generative-models>","1",""
"45663","2019-02-15 20:49:28","5","1354","<machine-learning><python><scikit-learn><pandas>","1","2"
"45666","2019-02-15 22:04:27","1","68","<graphs>","0",""
"45667","2019-02-15 22:11:00","1","153","<python><statistics><numpy><distribution><scipy>","0",""
"45668","2019-02-15 23:03:42","3","571","<machine-learning><scikit-learn><ridge-regression>","2",""
"45671","2019-02-16 03:59:13","2","419","<machine-learning><neural-network>","0",""
"45672","2019-02-16 05:36:46","2","572","<time-series><predictive-modeling><random-forest><training><transfer-learning>","1","1"
"45675","2019-02-16 07:35:56","2","98","<machine-learning><preprocessing>","2",""
"45678","2019-02-16 09:24:19","3","399","<neural-network><deep-learning><convolution><math><image-preprocessing>","1",""
"45679","2019-02-16 09:48:06","2","445","<python><jupyter>","1",""
"45680","2019-02-16 10:16:08","2","285","<cnn>","1",""
"45681","2019-02-16 10:16:55","1","60","<machine-learning><naive-bayes-classifier>","2",""
"45684","2019-02-16 12:12:19","4","3343","<machine-learning><python><neural-network><deep-learning><time-series>","1",""
"45685","2019-02-16 13:26:07","1","62","<python><jupyter><fastai>","1",""
"45686","2019-02-16 13:40:39","2","260","<feature-selection>","1",""
"45688","2019-02-16 14:28:10","1","27","<linear-regression>","1",""
"45689","2019-02-16 14:29:12","1","23","<machine-learning><deep-learning>","0",""
"45690","2019-02-16 14:37:25","3","86","<machine-learning><pca><dimensionality-reduction>","1",""
"45691","2019-02-16 14:55:10","3","126","<machine-learning><math><linear-algebra>","1","1"
"45698","2019-02-16 17:38:01","2","1481","<keras><scikit-learn><cross-validation>","1","2"
"45702","2019-02-16 20:05:03","3","58","<neural-network><optimization>","1","0"
"45703","2019-02-16 21:43:32","8","648","<linear-regression><terminology>","3","2"
"45711","2019-02-17 04:41:27","4","1444","<python><distribution><matplotlib><image>","1","2"
"45713","2019-02-17 09:06:47","2","64","<regression><linear-regression><data-science-model>","1",""
"45714","2019-02-17 10:13:20","1","23","<machine-learning><statistics>","0",""
"45716","2019-02-17 12:52:43","2","340","<machine-learning><python><classification>","1",""
"45718","2019-02-17 13:07:47","2","450","<machine-learning><python><reinforcement-learning><backpropagation><pytorch>","0",""
"45719","2019-02-17 13:24:50","1","35","<autoencoder>","0",""
"45720","2019-02-17 16:45:39","1","297","<python><nlp>","0",""
"45721","2019-02-17 17:09:15","1","19","<regression><lstm><cnn>","0",""
"45725","2019-02-17 18:28:15","4","52","<machine-learning><python><normalization>","1",""
"45726","2019-02-17 19:06:30","1","13717","<python><anaconda>","1",""
"45728","2019-02-17 19:20:14","3","235","<machine-learning><python><scikit-learn><svm>","1",""
"45729","2019-02-17 20:11:09","0","1982","<python><regression><pandas><correlation>","1","1"
"45731","2019-02-17 21:01:31","3","598","<image-classification><transfer-learning>","1",""
"45735","2019-02-18 00:30:49","2","155","<probability><probabilistic-programming>","1",""
"45737","2019-02-18 04:03:24","1","27","<machine-learning><deep-learning><tensorflow><computer-vision><convolution>","1",""
"45738","2019-02-18 04:26:41","1","616","<data><svm><data-science-model>","1",""
"45740","2019-02-18 06:10:38","2","465","<machine-learning><neural-network><keras><scikit-learn>","1",""
"55977","2019-07-19 06:41:41","0","15","<cnn><convolution><pytorch><image-preprocessing>","0",""
"55980","2019-07-19 08:05:35","1","53","<python><keras><time-series><lstm><forecasting>","0",""
"55982","2019-07-19 08:11:19","0","3679","<machine-learning><python><pandas><lstm>","0",""
"55984","2019-07-19 08:34:35","5","105","<machine-learning><evaluation><explainable-ai>","1","4"
"55985","2019-07-19 08:41:50","0","19","<python><deep-learning><keras><time-series><lstm>","0",""
"55988","2019-07-19 09:35:44","0","422","<machine-learning><python><scikit-learn><feature-selection><random-forest>","1",""
"55990","2019-07-19 09:53:13","0","25","<neural-network><regression><pytorch>","1",""
"55991","2019-07-19 10:10:22","8","3972","<machine-learning><deep-learning><training>","3","1"
"55994","2019-07-19 10:55:04","0","198","<machine-learning><deep-learning><tensorflow><object-detection><faster-rcnn>","1",""
"56000","2019-07-19 12:35:37","1","280","<tensorflow>","0",""
"56002","2019-07-19 13:47:30","1","19","<computer-vision><convolution><faster-rcnn>","1",""
"56003","2019-07-19 13:54:29","0","201","<machine-learning><python><time-series><prediction>","1",""
"56006","2019-07-19 14:09:49","0","15","<dataset><regression><statistics><data><bigdata>","1",""
"56012","2019-07-19 14:29:01","2","82","<machine-learning><explainable-ai>","2","1"
"56013","2019-07-19 14:30:16","1","891","<machine-learning><python><scikit-learn><decision-trees>","2","1"
"56014","2019-07-19 14:31:04","0","909","<machine-learning><nlp><spacy>","1",""
"56016","2019-07-19 14:52:35","1","59","<python><data><data-analysis><interpolation>","0",""
"56017","2019-07-19 14:58:50","-1","33","<data>","1",""
"56021","2019-07-19 16:35:33","1","101","<keras><gpu>","1",""
"56025","2019-07-19 18:26:16","0","36","<deep-learning><rnn><loss-function><cost-function>","0",""
"56030","2019-07-19 19:30:16","1","139","<machine-learning><classification><data><class-imbalance>","0",""
"56033","2019-07-19 19:38:11","0","35","<classification><nlp><dataset>","1",""
"56035","2019-07-19 20:17:25","0","254","<machine-learning><python><xgboost><forecasting>","1",""
"56038","2019-07-19 22:58:54","0","322","<neural-network><keras><tensorflow><cnn><gpu>","0",""
"56039","2019-07-19 23:08:56","1","97","<neural-network><deep-learning><cnn><autoencoder><hyperparameter-tuning>","0",""
"56041","2019-07-20 01:09:48","1","73","<machine-learning><gradient-descent><boosting>","0",""
"56042","2019-07-20 01:12:13","1","24","<r><xgboost><gbm>","0",""
"56045","2019-07-20 02:25:11","0","19","<machine-learning><deep-learning><classification>","1",""
"56046","2019-07-20 03:53:03","0","26","<deep-learning><bayesian>","0",""
"56047","2019-07-20 03:57:34","1","62","<classification><regression><predictive-modeling><markov>","2",""
"56049","2019-07-20 06:07:21","0","49","<deep-learning><loss-function><backpropagation><softmax>","2",""
"56050","2019-07-20 06:08:23","1","62","<logistic-regression><feature-engineering><feature-construction>","1","2"
"56053","2019-07-20 08:06:54","5","445","<python><deep-learning><reinforcement-learning><q-learning><openai-gym>","1","1"
"56054","2019-07-20 08:58:49","1","38","<classification><data-mining>","0",""
"56056","2019-07-20 09:41:33","0","32","<dataset><statistics><bigdata><data-science-model>","1",""
"60832","2019-09-26 14:08:39","0","33","<classification><time-series>","2",""
"60834","2019-09-26 14:16:30","1","92","<neural-network><keras><loss-function><autoencoder>","0",""
"60837","2019-09-26 14:47:37","0","20","<neural-network>","1",""
"60838","2019-09-26 14:48:36","0","46","<python><keras><tensorflow><cnn><gpu>","0",""
"60840","2019-09-26 15:06:40","2","56","<deep-learning><lstm><rnn>","0",""
"60845","2019-09-26 16:24:40","4","62","<data-mining><genetic-algorithms><evolutionary-algorithms>","1","1"
"60848","2019-09-26 17:55:03","1","42","<classification><decision-trees>","1",""
"60850","2019-09-26 18:10:59","3","163","<python><scikit-learn><scoring>","1",""
"60854","2019-09-26 20:38:24","2","388","<tensorflow><object-detection><pipelines>","1",""
"60861","2019-09-27 04:24:55","3","54","<machine-learning><cross-validation>","1",""
"60862","2019-09-27 04:55:28","0","723","<machine-learning><python><scikit-learn><normalization>","1","1"
"60865","2019-09-27 06:55:00","0","40","<neural-network><audio-recognition>","2",""
"60866","2019-09-27 07:03:55","0","324","<python><neural-network><dataset><multilabel-classification><mnist>","1",""
"60868","2019-09-27 07:41:01","0","77","<machine-learning><classification><feature-extraction><sensors>","2",""
"60871","2019-09-27 08:22:35","0","32","<image-classification><ocr>","0",""
"60873","2019-09-27 08:59:34","0","18","<python><r><text-mining><natural-language-process><stanford-nlp>","0",""
"64575","2019-12-10 16:18:51","0","15","<sequential-pattern-mining>","0",""
"64576","2019-12-10 16:38:12","0","10","<clustering><autoencoder><embeddings>","0",""
"64577","2019-12-10 16:46:33","0","66","<keras><tensorflow><convnet>","1",""
"64578","2019-12-10 17:14:49","1","108","<machine-learning><text-mining>","2",""
"64579","2019-12-10 17:38:33","0","22","<sentiment-analysis><twitter>","1",""
"64581","2019-12-10 18:22:36","0","27","<python><unsupervised-learning><anomaly-detection><h2o>","0",""
"64582","2019-12-10 18:26:30","1","43","<object-recognition><ocr>","1","2"
"64583","2019-12-10 18:31:43","7","162","<deep-learning><bert><finetuning>","1","1"
"64584","2019-12-10 18:40:53","1","36","<machine-learning><clustering><unsupervised-learning>","0",""
"64586","2019-12-10 18:56:23","1","40","<clustering><unsupervised-learning>","2",""
"64588","2019-12-10 19:02:53","1","23","<keras><r><word-embeddings>","0",""
"64591","2019-12-10 19:25:42","2","85","<scikit-learn><clustering><algorithms>","2",""
"64592","2019-12-10 19:28:02","2","67","<python><deep-learning><accuracy>","1",""
"64594","2019-12-10 19:54:04","0","102","<keras><tensorflow><rnn>","0",""
"64596","2019-12-10 21:08:40","0","31","<python><pandas><seaborn>","0",""
"64601","2019-12-10 23:07:24","2","24","<reinforcement-learning><policy-gradients>","1","1"
"64602","2019-12-11 00:45:55","1","38","<machine-learning><keras><tensorflow><predictive-modeling><lstm>","0","0"
"64608","2019-12-11 05:20:27","1","285","<machine-learning><python><time-series><rnn><overfitting>","2",""
"64609","2019-12-11 05:50:43","2","50","<dataset><class-imbalance>","1","0"
"64611","2019-12-11 06:48:48","0","19","<predictive-modeling><prediction>","0",""
"64613","2019-12-11 07:27:44","0","51","<neural-network><deep-learning><loss-function><epochs>","2",""
"64617","2019-12-11 08:17:16","0","35","<time-series><data-mining><predictive-modeling><statistics><feature-engineering>","1",""
"64619","2019-12-11 08:44:38","1","8","<python><object-detection><ocr>","0","1"
"64620","2019-12-11 08:45:23","0","26","<scikit-learn><image-classification><k-means><geospatial>","1",""
"64622","2019-12-11 09:26:56","0","24","<machine-learning><python><deep-learning><tensorflow><gpu>","0",""
"64623","2019-12-11 09:27:05","1","31","<python><scikit-learn><dataset><svm>","2",""
"64626","2019-12-11 09:44:14","3","154","<machine-learning><regression>","2","1"
"64630","2019-12-11 10:26:06","1","100","<data><feature-engineering><encoding>","2",""
"64631","2019-12-11 10:32:55","2","38","<time-series><rnn><recurrent-neural-net>","1","1"
"64632","2019-12-11 10:34:13","0","10","<data><data-analysis><metric>","0",""
"64637","2019-12-11 11:00:52","1","692","<classification><keras>","1",""
"64645","2019-12-11 12:32:05","0","8","<deep-learning>","0",""
"64646","2019-12-11 12:52:16","1","28","<dataset><imbalanced-learn>","1","1"
"64648","2019-12-11 14:03:34","1","32","<machine-learning><policy-gradients><derivation>","0",""
"64649","2019-12-11 14:14:46","2","27","<machine-learning><dataset><feature-selection><feature-engineering><data-analysis>","1",""
"64650","2019-12-11 14:16:28","0","9","<neural-network><deep-learning><object-detection>","0",""
"64651","2019-12-11 14:17:50","2","127","<nlp><dataset>","1",""
"64653","2019-12-11 14:49:28","0","16","<r><statistics>","0",""
"64656","2019-12-11 16:01:19","0","32","<orange><ann>","0",""
"64658","2019-12-11 16:13:37","2","26","<nlp><r><cross-validation><naive-bayes-classifier>","0",""
